Order Date,Region,Category,Sales,Profit
15-10-2016,Central,Office Supplies,12.96,6.2208
15-10-2016,Central,Technology,5.5,1.375
15-10-2016,Central,Office Supplies,121.6,55.936
06-04-2015,Central,Office Supplies,42.048,5.256
06-04-2015,Central,Technology,25.488,4.4604
06-04-2015,Central,Office Supplies,6.9,-12.075
06-04-2015,Central,Office Supplies,9.648,-16.884
06-04-2015,Central,Office Supplies,7.968,2.8884
24-10-2014,South,Office Supplies,10.368,3.6288
17-08-2014,South,Office Supplies,114.2,52.532
17-08-2014,South,Office Supplies,17.96,8.2616
17-08-2014,South,Office Supplies,12.67,4.5612
17-08-2014,South,Technology,339.96,122.3856
15-08-2017,East,Office Supplies,1801.632,-337.806
06-09-2015,West,Technology,46.32,18.0648
27-01-2015,East,Furniture,181.986,-54.5958
27-01-2015,East,Technology,431.976,-100.7944
27-01-2015,East,Technology,155.37,-36.253
16-07-2015,West,Furniture,1348.704,-219.1644
16-07-2015,West,Furniture,700.152,78.7671
30-04-2016,West,Furniture,111.888,22.3776
26-09-2014,East,Office Supplies,143.952,14.3952
08-09-2016,East,Furniture,173.94,13.9152
08-09-2016,East,Office Supplies,14.76,6.9372
16-04-2017,West,Office Supplies,205.92,2.0592
16-04-2017,West,Furniture,102.833,-6.049
16-08-2015,West,Office Supplies,2.304,0.2592
16-08-2015,West,Technology,1879.96,211.4955
16-08-2015,West,Office Supplies,313.024,105.6456
16-08-2015,West,Office Supplies,5.04,1.764
19-11-2017,South,Furniture,821.88,213.6888
19-11-2017,South,Office Supplies,21.96,10.7604
14-09-2016,South,Office Supplies,25.92,12.4416
15-08-2016,South,Technology,705.544,70.5544
26-09-2015,East,Technology,50,12
08-10-2016,Central,Furniture,51.712,-32.32
24-03-2015,South,Office Supplies,6.992,0.5244
31-05-2015,West,Furniture,1406.86,140.686
31-05-2015,West,Office Supplies,15.75,7.56
31-05-2015,West,Office Supplies,323.1,61.389
25-12-2015,South,Office Supplies,9.216,3.3408
25-12-2015,South,Office Supplies,10.368,3.6288
17-03-2015,East,Technology,15.02,2.7036
17-03-2015,East,Office Supplies,33.82,9.1314
21-12-2017,South,Technology,71,27.69
01-11-2017,West,Office Supplies,25.12,7.85
01-11-2017,West,Furniture,2665.62,239.9058
07-09-2017,East,Office Supplies,478.08,133.8624
27-12-2017,East,Technology,164.388,-35.6174
27-12-2017,East,Office Supplies,13.248,3.6432
16-07-2017,Central,Office Supplies,2.912,0.91
12-08-2016,Central,Technology,1399.944,52.4979
09-07-2017,Central,Furniture,526.45,31.587
22-11-2014,South,Office Supplies,16.23,7.9527
22-11-2014,South,Office Supplies,319.9,156.751
22-11-2014,South,Office Supplies,11.36,5.3392
22-11-2014,South,Office Supplies,675.12,290.3016
26-01-2014,South,Furniture,62.82,30.7818
26-01-2014,South,Office Supplies,489.92,0
26-01-2014,South,Office Supplies,19.44,9.3312
26-01-2014,South,Office Supplies,16.68,8.34
26-01-2014,South,Technology,155.35,0
26-01-2014,South,Furniture,12.42,4.4712
26-01-2014,South,Technology,187.98,52.6344
03-11-2015,Central,Office Supplies,6.608,2.1476
30-06-2017,East,Office Supplies,248.57,67.1139
30-06-2017,East,Furniture,22.23,9.7812
05-05-2016,West,Office Supplies,5.98,1.0166
05-05-2016,West,Technology,246.168,21.5397
08-09-2016,Central,Furniture,14.136,-7.7748
08-09-2016,Central,Furniture,601.47,-300.735
24-11-2017,South,Technology,79.1,39.55
24-11-2017,South,Office Supplies,327.84,157.3632
13-05-2017,Central,Office Supplies,180.96,81.432
13-05-2017,Central,Office Supplies,914.97,411.7365
13-05-2017,Central,Technology,587.97,158.7519
13-05-2017,Central,Office Supplies,530.34,95.4612
13-05-2017,Central,Office Supplies,14.94,7.3206
23-04-2017,East,Office Supplies,121.94,35.3626
23-04-2017,East,Office Supplies,122.71,36.813
04-06-2016,East,Office Supplies,14.94,7.0218
04-06-2016,East,Technology,1349.85,364.4595
04-06-2016,East,Furniture,136.784,5.1294
04-06-2016,East,Furniture,61.12,20.7808
16-12-2014,South,Office Supplies,1.167,-0.8558
04-03-2016,West,Office Supplies,16.99,4.9271
25-11-2014,Central,Technology,24.672,0
25-11-2014,Central,Office Supplies,2.52,0.882
25-11-2014,Central,Furniture,1218.735,-121.8735
25-11-2014,Central,Office Supplies,5.904,1.9926
25-11-2014,Central,Office Supplies,15.696,5.1012
25-11-2014,Central,Furniture,6.096,-3.9624
28-04-2016,West,Furniture,41.568,2.598
26-04-2014,West,Furniture,230.28,23.028
26-04-2014,West,Office Supplies,18.288,5.715
01-04-2017,West,Office Supplies,5.78,2.7166
01-04-2017,West,Office Supplies,121.68,38.025
22-12-2017,West,Office Supplies,4.17,1.0842
22-12-2017,West,Technology,67.04,6.704
22-12-2017,West,Office Supplies,37.32,10.4496
22-12-2017,West,Office Supplies,18.45,8.6715
03-12-2014,Central,Office Supplies,25.92,12.4416
22-10-2017,East,Technology,11199.968,3919.9888
22-10-2017,East,Technology,2399.6,647.892
22-10-2017,East,Office Supplies,63.9,28.755
22-10-2017,East,Technology,52.99,0.5299
13-11-2017,East,Technology,60.864,9.1296
13-11-2017,East,Technology,652.995,-935.9595
13-11-2017,East,Office Supplies,11.22,-7.48
10-09-2015,Central,Office Supplies,14.94,7.0218
15-05-2017,West,Furniture,39.96,17.1828
15-05-2017,West,Furniture,42.624,4.2624
15-05-2017,West,Furniture,220.96,24.858
05-07-2015,South,Furniture,4.928,0.7392
05-07-2015,South,Office Supplies,7.23,-5.784
15-08-2015,West,Office Supplies,323.1,61.389
12-06-2017,East,Office Supplies,19.04,9.3296
12-06-2017,East,Office Supplies,13.128,4.2666
12-06-2017,East,Office Supplies,64.14,16.6764
12-06-2017,East,Furniture,858.24,143.04
20-02-2015,South,Technology,29.99,2.999
29-12-2016,Central,Office Supplies,186.048,67.4424
17-04-2016,South,Technology,36.792,4.1391
17-04-2016,South,Furniture,18.624,6.2856
07-09-2014,Central,Furniture,57.69,23.6529
07-09-2014,Central,Office Supplies,42.81,20.1207
07-09-2014,Central,Office Supplies,12.96,6.2208
07-09-2014,Central,Furniture,821.88,213.6888
07-09-2014,Central,Technology,104.85,28.3095
26-09-2016,West,Furniture,424.9575,19.998
17-09-2017,West,Office Supplies,10.776,3.5022
17-09-2017,West,Office Supplies,11.784,4.2717
17-09-2017,West,Office Supplies,164.88,80.7912
17-09-2017,West,Furniture,1292.94,77.5764
17-09-2017,West,Office Supplies,25.584,8.9544
17-09-2017,West,Office Supplies,261.74,65.435
17-09-2017,West,Office Supplies,14.4,7.056
16-08-2016,West,Office Supplies,10.86,5.1042
24-12-2015,West,Furniture,883.84,99.432
28-11-2017,East,Technology,1979.89,494.9725
28-11-2017,East,Office Supplies,79.96,35.982
14-04-2017,Central,Office Supplies,8.76,4.2048
01-05-2016,South,Office Supplies,3.984,1.2948
01-05-2016,South,Furniture,370.62,-142.071
01-05-2016,South,Office Supplies,2.742,-2.0108
01-10-2016,Central,Technology,79.512,20.8719
01-10-2016,Central,Office Supplies,28.352,9.5688
25-08-2015,West,Furniture,40.784,4.5882
25-08-2015,West,Office Supplies,105.96,29.6688
09-09-2014,East,Office Supplies,166.44,79.8912
09-09-2014,East,Furniture,785.88,212.1876
09-09-2014,East,Office Supplies,26.2,12.838
09-09-2014,East,Office Supplies,1325.85,238.653
03-12-2017,West,Office Supplies,166.44,79.8912
27-11-2017,South,Office Supplies,8.76,0.7665
27-11-2017,South,Office Supplies,43.584,4.3584
21-06-2014,West,Office Supplies,11.088,-8.1312
21-06-2014,West,Office Supplies,25.164,-16.776
21-01-2017,Central,Office Supplies,14.4,7.056
21-01-2017,Central,Technology,619.95,111.591
21-01-2017,Central,Office Supplies,89.52,42.0744
21-01-2017,Central,Technology,350.973,152.0883
21-01-2017,Central,Technology,164.99,49.497
29-06-2017,West,Office Supplies,312.552,101.5794
06-09-2016,South,Office Supplies,95.952,29.985
06-09-2016,South,Office Supplies,3.204,-2.4564
04-08-2016,Central,Office Supplies,3.98,-6.567
12-11-2015,West,Office Supplies,15.7,7.065
30-06-2014,Central,Office Supplies,5.248,1.64
04-12-2017,East,Office Supplies,5.346,-4.455
28-08-2016,West,Office Supplies,15.48,5.6115
28-08-2016,West,Technology,108.576,8.1432
22-01-2016,West,Furniture,109.9,37.366
15-10-2014,South,Furniture,15.384,4.0383
07-02-2016,East,Office Supplies,30.352,10.6232
18-03-2014,South,Technology,821.3,-16.426
18-03-2014,South,Technology,22638.48,-1811.0784
18-03-2014,South,Office Supplies,21.376,7.4816
18-03-2014,South,Office Supplies,8.016,1.002
18-03-2014,South,Furniture,30.768,8.0766
18-03-2014,South,Office Supplies,18.936,5.9175
18-03-2014,South,Furniture,122.352,15.294
24-05-2014,East,Office Supplies,116.28,56.9772
11-07-2017,East,Technology,132.6,17.238
16-06-2017,West,Office Supplies,16.68,4.3368
16-06-2017,West,Office Supplies,19.44,9.3312
16-06-2017,West,Office Supplies,192.16,92.2368
30-01-2015,West,Furniture,227.36,81.8496
30-01-2015,West,Technology,1919.976,215.9973
11-12-2015,South,Office Supplies,12.828,-8.9796
09-10-2017,East,Furniture,45.888,9.1776
29-07-2017,East,Office Supplies,60.12,22.2444
25-04-2014,South,Technology,302.376,37.797
01-12-2015,West,Office Supplies,13.9,5.56
04-12-2014,East,Technology,129.98,62.3904
26-08-2017,South,Technology,71.98,15.1158
07-09-2014,East,Technology,377.97,109.6113
21-12-2017,West,Office Supplies,124.36,33.5772
06-12-2014,Central,Furniture,23.976,-14.3856
04-11-2014,South,Office Supplies,8.376,2.7222
04-11-2014,South,Office Supplies,58.24,5.096
14-04-2016,South,Office Supplies,81.2,12.18
04-10-2014,West,Office Supplies,14.45,6.7915
04-10-2014,West,Office Supplies,95.648,31.0856
07-11-2017,East,Technology,359.97,-71.994
07-11-2017,East,Furniture,350.352,-140.1408
22-12-2017,East,Office Supplies,1.641,-1.3128
22-12-2017,East,Technology,629.958,94.4937
13-02-2017,West,Office Supplies,6.63,1.7901
13-02-2017,West,Technology,799.96,343.9828
13-02-2017,West,Furniture,107.53,21.506
02-07-2014,East,Technology,73.98,19.9746
02-07-2014,East,Office Supplies,5.58,2.1762
21-02-2015,West,Office Supplies,49.12,23.0864
13-11-2015,East,Technology,377.97,94.4925
13-11-2015,East,Office Supplies,42.28,19.8716
13-11-2015,East,Furniture,299.97,56.9943
13-11-2015,East,Technology,89.98,43.1904
16-04-2017,South,Office Supplies,477.24,9.5448
16-04-2017,South,Technology,25.98,1.5588
25-02-2016,East,Office Supplies,46.72,17.52
04-11-2014,West,Furniture,35.34,13.4292
20-06-2015,West,Furniture,257.64,100.4796
20-06-2015,West,Technology,125.976,47.241
07-08-2017,South,Technology,79.992,21.9978
12-05-2014,East,Furniture,700.056,-130.0104
22-11-2015,Central,Technology,27.168,-1.3584
04-12-2015,South,Office Supplies,8.226,-6.0324
08-06-2014,West,Furniture,585.552,73.194
08-08-2014,West,Office Supplies,423.28,110.0528
26-05-2014,West,Furniture,225.296,22.5296
17-04-2015,West,Office Supplies,5.56,2.224
17-04-2015,West,Technology,323.37,129.348
17-04-2015,West,Technology,783.96,68.5965
17-04-2015,West,Office Supplies,1447.65,419.8185
17-04-2015,West,Office Supplies,11.96,5.8604
11-06-2016,East,Technology,239.97,71.991
11-03-2016,South,Furniture,76.92,31.5372
11-03-2016,South,Office Supplies,481.32,125.1432
26-05-2014,West,Office Supplies,48.4,23.232
12-10-2017,West,Technology,0.99,0.4356
12-10-2017,West,Office Supplies,101.84,36.917
22-06-2017,East,Office Supplies,10.332,-7.5768
22-06-2017,East,Office Supplies,31.155,-23.8855
22-06-2017,East,Office Supplies,8.928,0.6696
15-01-2017,East,Office Supplies,34.384,3.8682
15-01-2017,East,Office Supplies,1924.16,312.676
02-04-2015,Central,Office Supplies,32.192,-80.48
02-04-2015,Central,Technology,50.12,-0.6265
02-04-2015,Central,Technology,47.976,1.7991
03-09-2016,Central,Office Supplies,54.5,14.17
10-12-2017,South,Furniture,19.104,5.7312
22-11-2016,Central,Office Supplies,49.44,24.2256
11-11-2017,East,Office Supplies,10.368,3.6288
21-10-2016,West,Office Supplies,154.44,1.5444
21-12-2015,West,Office Supplies,60.984,4.5738
17-07-2015,West,Furniture,195.466,-13.7976
30-04-2017,South,Furniture,23.68,6.216
30-04-2017,South,Technology,2.376,0.7425
06-05-2017,East,Office Supplies,59.2,29.6
20-11-2017,Central,Office Supplies,22,9.68
11-11-2016,Central,Technology,257.98,74.8142
05-11-2016,East,Technology,23.988,-15.992
09-10-2016,East,Technology,23.976,-15.5844
21-09-2015,West,Furniture,601.536,0
21-09-2015,West,Office Supplies,7.9,2.528
02-12-2014,Central,Furniture,58.36,-24.803
02-12-2014,Central,Office Supplies,16.464,1.4406
02-12-2014,Central,Furniture,39.96,-23.976
21-09-2014,Central,Office Supplies,25.96,7.5284
21-09-2014,Central,Office Supplies,36.27,10.881
21-09-2014,Central,Office Supplies,6.48,3.1104
12-04-2014,West,Technology,1075.088,94.0702
12-04-2014,West,Technology,438.368,38.3572
12-04-2014,West,Office Supplies,18.088,6.5569
12-04-2014,West,Furniture,308.499,-18.147
20-10-2017,South,Office Supplies,13.36,4.1416
20-10-2017,South,Office Supplies,39.96,18.7812
20-10-2017,South,Office Supplies,145.85,70.008
25-10-2016,South,Technology,783.96,78.396
01-11-2015,West,Office Supplies,7.88,1.773
03-11-2017,West,Furniture,41.37,17.3754
12-05-2015,West,Office Supplies,12.84,5.778
12-05-2015,West,Office Supplies,25.68,11.556
07-09-2015,Central,Furniture,47.516,-2.0364
25-07-2015,West,Office Supplies,9.42,0.471
25-07-2015,West,Office Supplies,12.96,6.2208
25-07-2015,West,Furniture,704.9,56.392
25-07-2015,West,Furniture,561.568,28.0784
16-11-2015,Central,Office Supplies,179.82,84.5154
16-11-2015,Central,Furniture,185.58,76.0878
16-11-2015,Central,Furniture,214.11,36.3987
16-11-2015,Central,Technology,999.96,229.9908
16-11-2015,Central,Furniture,653.55,111.1035
01-09-2015,East,Office Supplies,114.6,51.57
01-09-2015,East,Furniture,60.74,15.185
01-09-2015,East,Furniture,124.36,27.3592
01-09-2015,East,Office Supplies,1088.76,315.7404
05-05-2016,West,Office Supplies,6.72,2.352
05-05-2016,West,Furniture,298.776,7.4694
31-12-2016,West,Technology,302.376,22.6782
18-09-2017,Central,Office Supplies,8.928,0.558
18-09-2017,Central,Office Supplies,47.584,-2.974
25-09-2014,Central,Office Supplies,33.792,10.56
25-09-2014,Central,Furniture,300.5328,-97.2312
25-09-2014,Central,Office Supplies,2.724,-4.3584
25-09-2014,Central,Office Supplies,3.264,1.1016
23-04-2016,East,Office Supplies,108.336,37.9176
23-04-2016,East,Office Supplies,55.92,6.291
23-04-2016,East,Office Supplies,78.304,29.364
01-11-2014,West,Office Supplies,443.92,-94.333
01-11-2014,West,Technology,155.976,54.5916
26-01-2017,South,Office Supplies,15.47,4.1769
26-01-2017,South,Office Supplies,7.16,3.4368
11-11-2017,West,Office Supplies,10.89,2.8314
11-11-2017,West,Office Supplies,19.44,9.3312
11-11-2017,West,Office Supplies,121.6,39.52
09-06-2016,South,Technology,695.7,-27.828
03-09-2015,East,Office Supplies,120.33,31.2858
14-03-2014,South,Furniture,1139.92,284.98
31-08-2017,South,Office Supplies,229.544,83.2097
23-03-2017,Central,Office Supplies,143.728,-32.3388
18-05-2017,East,Technology,36.048,-0.9012
27-12-2016,Central,Furniture,845.488,-12.0784
17-11-2017,East,Office Supplies,50.94,14.2632
10-09-2017,Central,Office Supplies,762.594,-1143.891
08-04-2017,South,Furniture,56.28,15.7584
08-04-2017,South,Office Supplies,2690.97,1264.7559
28-11-2016,South,Office Supplies,7.434,-5.6994
02-06-2016,East,Office Supplies,64.784,-12.9568
17-12-2017,Central,Office Supplies,28.16,13.2352
19-03-2016,East,Furniture,14.98,6.8908
19-03-2016,East,Furniture,20.32,6.9088
20-08-2017,East,Office Supplies,40.29,10.4754
25-07-2017,Central,Office Supplies,20.23,9.5081
26-08-2016,West,Furniture,1603.136,100.196
15-08-2016,South,Furniture,225.296,22.5296
19-05-2017,South,Technology,67.8,4.068
19-05-2017,South,Technology,377.97,98.2722
19-05-2017,South,Furniture,1628.82,374.6286
19-05-2017,South,Office Supplies,286.93,140.5957
12-08-2017,South,Office Supplies,20.736,7.2576
13-08-2017,West,Office Supplies,31.44,8.4888
13-08-2017,West,Office Supplies,83.79,22.6233
13-08-2017,West,Office Supplies,59.52,15.4752
13-08-2017,West,Office Supplies,31.92,9.2568
10-11-2016,East,Office Supplies,14.72,-3.312
10-11-2016,East,Office Supplies,38.976,-2.436
12-06-2017,South,Furniture,17.088,1.068
22-03-2014,West,Office Supplies,74.352,23.235
22-03-2014,West,Furniture,314.352,-35.3646
15-06-2017,West,Office Supplies,4.26,1.7466
16-11-2017,West,Office Supplies,811.28,24.3384
29-12-2017,East,Office Supplies,6.03,2.9547
21-01-2016,West,Furniture,153.568,-5.7588
21-01-2016,West,Furniture,1013.488,76.0116
15-01-2016,East,Office Supplies,52.34,24.5998
15-01-2016,East,Office Supplies,4.66,1.3514
15-01-2016,East,Technology,254.97,91.7892
19-09-2016,East,Office Supplies,25.44,12.72
19-09-2016,East,Office Supplies,27.93,8.0997
21-02-2014,Central,Office Supplies,8.85,-13.7175
11-11-2016,West,Furniture,6.96,2.2272
30-01-2016,West,Office Supplies,17.456,5.8914
18-10-2016,West,Furniture,307.92,-34.641
18-12-2017,West,Office Supplies,6.63,1.7901
18-12-2017,West,Office Supplies,12.96,6.2208
18-12-2017,West,Office Supplies,32.4,15.552
02-11-2017,West,Office Supplies,23.85,10.7325
29-04-2014,South,Furniture,51.96,12.99
29-04-2014,South,Office Supplies,17.94,8.6112
23-10-2017,East,Office Supplies,11.56,5.6644
23-10-2017,East,Office Supplies,26.4,11.88
23-10-2017,East,Furniture,69.08,29.0136
23-10-2017,East,Technology,35.88,10.0464
30-03-2014,East,Office Supplies,49.65,20.853
04-01-2016,South,Technology,959.968,119.996
26-04-2015,Central,Furniture,408.422,-5.8346
12-09-2015,East,Technology,479.984,59.998
12-09-2015,East,Office Supplies,12.6,6.048
11-09-2017,South,Office Supplies,184.66,84.9436
12-06-2016,Central,Office Supplies,23.12,8.381
27-06-2016,Central,Office Supplies,37.464,12.1758
27-06-2016,Central,Furniture,539.658,-7.7094
26-09-2014,West,Office Supplies,310.12,80.6312
03-11-2017,Central,Office Supplies,8.56,3.852
03-11-2017,Central,Office Supplies,52.4,14.148
03-11-2017,Central,Office Supplies,14.94,6.8724
19-02-2017,West,Office Supplies,11.22,0.2244
05-11-2015,South,Office Supplies,387.136,24.196
16-06-2014,East,Office Supplies,41.4,19.458
16-06-2014,East,Office Supplies,35,10.5
16-06-2014,East,Office Supplies,39.552,14.3376
12-10-2015,Central,Technology,135.72,35.2872
12-10-2015,Central,Office Supplies,12.56,5.652
12-10-2015,Central,Technology,263.96,71.2692
27-08-2017,Central,Office Supplies,5.952,0.372
23-11-2016,East,Office Supplies,15.8,2.37
23-11-2016,East,Furniture,14.368,3.9512
23-11-2016,East,Furniture,70.448,12.3284
30-01-2017,West,Office Supplies,129.3,6.465
30-11-2015,Central,Office Supplies,3.882,-5.823
28-06-2014,Central,Office Supplies,6.08,3.04
02-09-2014,East,Office Supplies,19.9,8.955
02-09-2014,East,Furniture,70.71,4.9497
10-07-2017,South,Furniture,18.84,7.9128
04-06-2017,Central,Office Supplies,8.64,2.5056
19-10-2017,South,Office Supplies,1633.188,-1306.5504
18-11-2017,Central,Furniture,19.76,8.2992
08-08-2015,West,Office Supplies,6.608,2.2302
08-08-2015,West,Office Supplies,7.28,2.73
08-08-2015,West,Furniture,144.784,10.8588
06-12-2016,West,Technology,156.792,13.7193
06-12-2016,West,Technology,431.976,26.9985
06-12-2016,West,Office Supplies,35.89,16.1505
06-12-2016,West,Office Supplies,47.208,15.3426
06-12-2016,West,Office Supplies,248.08,116.5976
06-12-2016,West,Office Supplies,189.7,89.159
06-12-2016,West,Office Supplies,59.808,19.4376
25-03-2017,Central,Furniture,90.99,14.5584
25-03-2017,Central,Furniture,1526.56,427.4368
25-03-2017,Central,Furniture,368.97,40.5867
19-11-2017,West,Office Supplies,305.01,76.2525
19-11-2017,West,Furniture,18.7,7.106
04-11-2016,West,Furniture,38.29,16.4647
14-12-2017,West,Furniture,26.25,11.025
14-12-2017,West,Office Supplies,64.96,22.736
14-12-2017,West,Office Supplies,43.7,20.539
12-11-2017,West,Technology,41.6,13
12-11-2017,West,Office Supplies,23.12,8.381
12-11-2017,West,Furniture,113.888,9.9652
12-11-2017,West,Furniture,113.568,-5.6784
12-11-2017,West,Technology,7.92,0.693
12-11-2017,West,Technology,671.984,50.3988
18-08-2016,East,Technology,39.99,11.5971
27-06-2017,East,Furniture,191.646,31.941
04-05-2017,East,Office Supplies,2.313,-1.9275
24-12-2015,West,Office Supplies,19.936,7.2268
24-12-2015,West,Office Supplies,45.92,21.5824
26-04-2017,West,Office Supplies,20.34,9.3564
26-04-2017,West,Office Supplies,39.28,19.2472
16-12-2017,West,Furniture,81.568,9.1764
16-12-2017,West,Furniture,97.184,6.074
16-12-2017,West,Office Supplies,24.32,8.208
16-12-2017,West,Furniture,18.96,7.584
27-12-2014,Central,Furniture,32.952,-19.7712
27-12-2014,Central,Office Supplies,30.016,3.0016
06-11-2017,South,Office Supplies,499.584,43.7136
06-11-2017,South,Office Supplies,31.104,10.8864
06-11-2017,South,Office Supplies,13.272,-10.6176
06-11-2017,South,Furniture,28.272,6.3612
06-11-2017,South,Office Supplies,259.136,-51.8272
16-12-2017,Central,Office Supplies,10.8,5.184
07-05-2015,Central,Furniture,244.006,-31.3722
07-05-2015,Central,Office Supplies,15.936,5.3784
04-12-2017,East,Furniture,188.552,-2.6936
03-10-2017,East,Office Supplies,22.58,5.8708
13-01-2014,South,Furniture,545.94,87.3504
12-06-2015,East,Office Supplies,20.736,7.2576
12-06-2015,East,Furniture,43.296,4.3296
12-07-2014,West,Furniture,123.136,13.8528
12-07-2014,West,Office Supplies,11.264,3.8016
06-12-2014,West,Office Supplies,53.424,4.6746
06-12-2014,West,Furniture,275.49,-170.8038
25-05-2016,South,Furniture,24.96,6.24
25-05-2016,South,Office Supplies,19.36,9.2928
25-05-2016,South,Office Supplies,1267.65,152.118
21-02-2016,West,Technology,12.99,0.7794
21-02-2016,West,Office Supplies,18.56,6.496
21-02-2016,West,Office Supplies,449.15,8.983
21-02-2016,West,Office Supplies,31.248,10.9368
02-10-2016,East,Office Supplies,61.44,16.5888
11-03-2017,Central,Office Supplies,895.92,421.0824
09-09-2016,West,Office Supplies,55.36,18.684
14-07-2014,West,Office Supplies,55.92,6.291
21-06-2014,East,Office Supplies,24.896,8.4024
21-06-2014,East,Furniture,3.984,0.6474
21-06-2014,East,Technology,95.968,28.7904
21-06-2014,East,Technology,206.991,-172.4925
21-06-2014,East,Office Supplies,44.416,3.8864
21-06-2014,East,Office Supplies,9.006,-7.2048
05-07-2015,Central,Office Supplies,19,8.93
16-12-2017,East,Office Supplies,33.376,10.43
08-09-2016,East,Office Supplies,207.48,62.244
17-05-2014,Central,Office Supplies,91.68,45.84
13-10-2017,East,Office Supplies,904.9,253.372
24-10-2014,West,Office Supplies,34.272,11.1384
05-12-2016,South,Furniture,191.82,74.8098
25-07-2016,East,Office Supplies,243.88,27.4365
17-04-2017,West,Office Supplies,12.03,-9.223
17-04-2017,West,Technology,2549.985,-3399.98
17-04-2017,West,Office Supplies,21.594,-15.8356
17-04-2017,West,Office Supplies,8.964,-6.5736
17-04-2017,West,Office Supplies,20.736,7.2576
17-09-2015,East,Furniture,344.22,-103.266
23-08-2016,Central,Office Supplies,727.296,-172.7328
23-08-2016,Central,Furniture,22.608,-10.1736
23-08-2016,Central,Technology,666.4,-33.32
08-11-2015,West,Office Supplies,5.04,0.2016
08-11-2015,West,Office Supplies,92.94,41.823
08-11-2015,West,Furniture,66.69,22.0077
08-11-2015,West,Office Supplies,91.68,28.65
17-11-2017,Central,Furniture,327.7328,-14.4588
08-11-2015,East,Office Supplies,52.272,17.6418
08-11-2015,East,Office Supplies,17.94,8.073
22-04-2017,East,Furniture,254.352,0
24-08-2014,West,Office Supplies,8.288,2.6936
17-12-2017,South,Furniture,504.9,80.784
24-03-2016,West,Technology,403.168,25.198
21-09-2015,Central,Furniture,194.32,31.0912
21-09-2015,Central,Office Supplies,25.99,7.5371
21-11-2016,West,Furniture,195.136,-12.196
16-09-2017,East,Office Supplies,20.736,7.2576
11-06-2015,South,Technology,53.7,10.203
11-06-2015,South,Office Supplies,36.26,16.6796
11-06-2015,South,Office Supplies,56.3,15.764
11-06-2015,South,Office Supplies,32.4,15.552
11-06-2015,South,Furniture,29.16,10.7892
03-10-2017,West,Furniture,171.288,-6.4233
05-05-2016,South,Furniture,16.72,3.344
11-09-2017,West,Office Supplies,12.96,6.2208
11-09-2017,West,Office Supplies,22.18,10.8682
11-09-2017,West,Furniture,2054.272,256.784
30-04-2015,East,Technology,1022.97,-255.7425
06-11-2017,Central,Office Supplies,13.9,3.614
06-11-2017,Central,Office Supplies,26.38,12.1348
30-09-2014,West,Office Supplies,43.176,13.4925
02-04-2017,South,Furniture,411.8,70.006
02-04-2017,South,Technology,360,129.6
06-10-2017,West,Furniture,41.96,2.9372
06-10-2017,West,Office Supplies,227.84,66.0736
06-10-2017,West,Office Supplies,37.94,18.2112
09-04-2016,Central,Technology,517.9,134.654
09-04-2016,Central,Office Supplies,5.28,2.4288
28-08-2015,Central,Technology,2799.96,874.9875
19-10-2017,West,Office Supplies,8.96,4.3008
19-10-2017,West,Office Supplies,31.5,15.12
19-10-2017,West,Furniture,30.56,10.3904
19-10-2017,West,Furniture,24.368,-3.3506
07-11-2016,East,Technology,119.976,22.4955
03-03-2017,Central,Office Supplies,26.88,9.744
27-11-2015,East,Technology,83.97,23.5116
27-11-2015,East,Technology,104.97,7.3479
13-03-2017,West,Office Supplies,90.8,25.424
13-03-2017,West,Technology,140.736,49.2576
13-03-2017,West,Technology,214.95,88.1295
13-03-2017,West,Office Supplies,45.36,21.7728
13-03-2017,West,Office Supplies,288.24,138.3552
30-11-2017,East,Office Supplies,663.936,82.992
17-11-2014,East,Office Supplies,2934.33,792.2691
17-11-2014,East,Furniture,124.41,14.9292
17-11-2014,East,Office Supplies,57.75,26.565
03-01-2016,West,Office Supplies,114.46,28.615
03-10-2015,West,Furniture,120.666,18.4548
20-07-2014,Central,Office Supplies,342.864,38.5722
20-07-2014,Central,Furniture,16.74,-14.229
20-07-2014,Central,Furniture,981.372,-140.196
21-05-2014,West,Office Supplies,31.84,10.5072
04-09-2017,West,Office Supplies,12.96,6.2208
04-09-2017,West,Technology,43.176,15.1116
27-05-2017,South,Office Supplies,58.34,28.0032
27-05-2017,South,Technology,539.97,134.9925
28-01-2014,East,Office Supplies,3.928,1.3257
09-02-2017,Central,Office Supplies,252.784,-417.0936
09-02-2017,Central,Technology,127.984,15.998
09-02-2017,Central,Furniture,3.984,-2.6892
09-02-2017,Central,Office Supplies,12.992,-32.48
31-03-2017,South,Furniture,61,25.62
31-03-2017,South,Technology,671.93,188.1404
03-03-2016,East,Office Supplies,447.86,219.4514
03-03-2016,East,Technology,479.95,129.5865
03-03-2016,East,Office Supplies,166.44,79.8912
23-08-2015,Central,Office Supplies,31.68,2.772
23-08-2015,Central,Office Supplies,10.368,3.6288
23-08-2015,Central,Office Supplies,12.032,2.256
23-08-2015,Central,Office Supplies,5.768,-13.5548
27-04-2017,Central,Office Supplies,33.12,11.592
27-04-2017,Central,Furniture,220.2656,-42.1096
14-04-2017,East,Office Supplies,10.776,3.5022
14-04-2017,East,Furniture,242.352,9.0882
22-12-2017,East,Office Supplies,695.16,34.758
